Time,Timestamp,Pulse rate [bpm],spo2,ppg,strength,IBI,SDNN,SDSD,RMSSD,pNN20,pNN50
2022-08-05 12:32:47.817,1659673967.8170662,N,75,99,34,4,0,0,0,0,0,0
2022-08-05 12:32:47.836,1659673967.836314,N,75,99,33,4,0,0,0,0,0,0
2022-08-05 12:32:47.853,1659673967.8532639,N,75,99,32,3,0,0,0,0,0,0
2022-08-05 12:32:47.866,1659673967.8669248,N,75,99,31,3,0,0,0,0,0,0
2022-08-05 12:32:47.883,1659673967.8839936,N,75,99,30,3,0,0,0,0,0,0
2022-08-05 12:32:47.903,1659673967.903314,N,75,99,29,3,0,0,0,0,0,0
2022-08-05 12:32:47.917,1659673967.91702,N,75,99,29,3,0,0,0,0,0,0
2022-08-05 12:32:47.936,1659673967.9363258,N,75,99,28,3,0,0,0,0,0,0
2022-08-05 12:32:47.950,1659673967.9503386,N,75,99,27,3,0,0,0,0,0,0
2022-08-05 12:32:47.968,1659673967.968924,N,75,99,27,3,0,0,0,0,0,0
2022-08-05 12:32:47.983,1659673967.983193,N,75,99,26,3,0,0,0,0,0,0
2022-08-05 12:32:48.000,1659673968.000871,N,75,99,26,3,0,0,0,0,0,0
2022-08-05 12:32:48.016,1659673968.0168622,N,75,99,26,3,0,0,0,0,0,0
2022-08-05 12:32:48.033,1659673968.0338104,N,75,99,28,3,0,0,0,0,0,0
2022-08-05 12:32:48.050,1659673968.0500252,N,75,99,31,4,0,0,0,0,0,0
2022-08-05 12:32:48.066,1659673968.0669532,N,75,99,36,4,0,0,0,0,0,0
2022-08-05 12:32:48.082,1659673968.0829241,N,75,99,42,5,0,0,0,0,0,0
2022-08-05 12:32:48.100,1659673968.1006863,N,75,99,49,6,0,0,0,0,0,0
2022-08-05 12:32:48.117,1659673968.1178973,N,75,99,56,7,0,0,0,0,0,0
2022-08-05 12:32:48.136,1659673968.136359,N,75,99,62,8,0,0,0,0,0,0
2022-08-05 12:32:48.151,1659673968.1513174,N,75,99,66,8,0,0,0,0,0,0
2022-08-05 12:32:48.166,1659673968.166829,N,75,99,67,8,0,0,0,0,0,0
2022-08-05 12:32:48.183,1659673968.1837828,N,75,99,67,8,0,0,0,0,0,0
2022-08-05 12:32:48.199,1659673968.199782,N,75,99,65,8,0,0,0,0,0,0
2022-08-05 12:32:48.216,1659673968.2167234,N,75,99,62,7,0,0,0,0,0,0
2022-08-05 12:32:48.233,1659673968.2337089,N,75,99,60,7,0,0,0,0,0,0
2022-08-05 12:32:48.250,1659673968.2505476,N,75,99,57,6,0,0,0,0,0,0
2022-08-05 12:32:48.267,1659673968.2672112,N,75,99,54,6,0,0,0,0,0,0
2022-08-05 12:32:48.284,1659673968.2849844,N,75,99,52,6,0,0,0,0,0,0
2022-08-05 12:32:48.301,1659673968.3013287,N,75,99,50,6,0,0,0,0,0,0
2022-08-05 12:32:48.317,1659673968.31718,N,75,99,48,5,0,0,0,0,0,0
2022-08-05 12:32:48.333,1659673968.3335497,N,75,99,46,5,0,0,0,0,0,0
2022-08-05 12:32:48.351,1659673968.3515954,N,75,99,45,5,0,0,0,0,0,0
2022-08-05 12:32:48.367,1659673968.367211,N,75,99,45,5,0,0,0,0,0,0
2022-08-05 12:32:48.386,1659673968.3868918,N,75,99,45,5,0,0,0,0,0,0
2022-08-05 12:32:48.399,1659673968.3998554,N,75,99,45,5,0,0,0,0,0,0
2022-08-05 12:32:48.418,1659673968.4180079,N,75,99,45,5,0,0,0,0,0,0
2022-08-05 12:32:48.434,1659673968.4341455,N,75,99,45,5,0,0,0,0,0,0
2022-08-05 12:32:48.450,1659673968.4505608,N,75,99,45,5,0,0,0,0,0,0
2022-08-05 12:32:48.466,1659673968.4664545,N,75,99,45,5,0,0,0,0,0,0
2022-08-05 12:32:48.484,1659673968.4849916,N,75,99,44,5,0,0,0,0,0,0
2022-08-05 12:32:48.502,1659673968.502732,N,75,99,42,5,0,0,0,0,0,0
2022-08-05 12:32:48.517,1659673968.5170653,N,75,99,41,5,0,0,0,0,0,0
2022-08-05 12:32:48.535,1659673968.5358987,N,75,99,40,5,0,0,0,0,0,0
2022-08-05 12:32:48.550,1659673968.550655,N,75,99,39,4,0,0,0,0,0,0
2022-08-05 12:32:48.569,1659673968.569155,N,75,99,38,4,0,0,0,0,0,0
2022-08-05 12:32:48.582,1659673968.5828362,N,75,99,36,4,0,0,0,0,0,0
2022-08-05 12:32:48.601,1659673968.6019366,N,75,99,35,4,0,0,0,0,0,0
2022-08-05 12:32:48.618,1659673968.6182618,N,75,99,34,4,0,0,0,0,0,0
2022-08-05 12:32:48.634,1659673968.634491,N,75,99,33,4,0,0,0,0,0,0
2022-08-05 12:32:48.650,1659673968.6507432,N,75,99,32,4,0,0,0,0,0,0
2022-08-05 12:32:48.666,1659673968.6667082,N,75,99,31,3,0,0,0,0,0,0
2022-08-05 12:32:48.685,1659673968.6850176,N,75,99,30,3,0,0,0,0,0,0
2022-08-05 12:32:48.701,1659673968.7018435,N,75,99,30,3,0,0,0,0,0,0
2022-08-05 12:32:48.716,1659673968.7166767,N,75,99,29,3,0,0,0,0,0,0
2022-08-05 12:32:48.733,1659673968.7331717,N,75,99,28,3,0,0,0,0,0,0
2022-08-05 12:32:48.750,1659673968.7503462,N,75,99,28,3,0,0,0,0,0,0
2022-08-05 12:32:48.766,1659673968.7669573,N,75,99,27,3,0,0,0,0,0,0
2022-08-05 12:32:48.783,1659673968.7836435,N,75,99,27,3,0,0,0,0,0,0
2022-08-05 12:32:48.799,1659673968.7999585,N,75,99,26,3,0,0,0,0,0,0
2022-08-05 12:32:48.816,1659673968.8168914,N,75,99,27,3,0,0,0,0,0,0
2022-08-05 12:32:48.836,1659673968.8362298,N,75,99,30,4,0,0,0,0,0,0
2022-08-05 12:32:48.852,1659673968.852532,N,75,99,35,4,0,0,0,0,0,0
2022-08-05 12:32:48.867,1659673968.867519,N,75,99,40,5,0,0,0,0,0,0
2022-08-05 12:32:48.883,1659673968.8835146,N,75,99,48,6,0,0,0,0,0,0
2022-08-05 12:32:48.899,1659673968.8999474,N,75,99,55,7,0,0,0,0,0,0
2022-08-05 12:32:48.918,1659673968.9188893,N,75,99,62,8,0,0,0,0,0,0
2022-08-05 12:32:48.933,1659673968.933093,N,75,99,67,8,0,0,0,0,0,0
2022-08-05 12:32:48.950,1659673968.9502935,N,75,99,69,8,0,0,0,0,0,0
2022-08-05 12:32:48.967,1659673968.9678373,N,75,99,69,8,0,0,0,0,0,0
2022-08-05 12:32:48.986,1659673968.9861486,N,75,99,68,8,0,0,0,0,0,0
2022-08-05 12:32:49.000,1659673969.0001125,N,75,99,66,8,0,0,0,0,0,0
2022-08-05 12:32:49.019,1659673969.019382,N,75,99,63,7,0,0,0,0,0,0
2022-08-05 12:32:49.034,1659673969.034955,N,75,99,61,7,0,0,0,0,0,0
2022-08-05 12:32:49.050,1659673969.0503783,N,75,99,58,7,0,0,0,0,0,0
2022-08-05 12:32:49.066,1659673969.066713,N,75,99,55,6,0,0,0,0,0,0
2022-08-05 12:32:49.085,1659673969.0850844,N,75,99,53,6,0,0,0,0,0,0
2022-08-05 12:32:49.102,1659673969.1021845,N,75,99,51,6,0,0,0,0,0,0
2022-08-05 12:32:49.117,1659673969.1176932,N,75,99,48,6,0,0,0,0,0,0
2022-08-05 12:32:49.133,1659673969.133734,N,75,99,47,5,0,0,0,0,0,0
2022-08-05 12:32:49.153,1659673969.1530707,N,75,99,46,5,0,0,0,0,0,0
2022-08-05 12:32:49.167,1659673969.1671176,N,75,99,46,5,0,0,0,0,0,0
2022-08-05 12:32:49.183,1659673969.1836212,N,75,99,46,5,0,0,0,0,0,0
2022-08-05 12:32:49.200,1659673969.2006705,N,75,99,46,5,0,0,0,0,0,0
2022-08-05 12:32:49.216,1659673969.216997,N,75,99,46,5,0,0,0,0,0,0
2022-08-05 12:32:49.232,1659673969.232998,N,75,99,45,5,0,0,0,0,0,0
2022-08-05 12:32:49.252,1659673969.2526708,N,75,99,45,5,0,0,0,0,0,0
2022-08-05 12:32:49.266,1659673969.2669442,N,75,99,44,5,0,0,0,0,0,0
2022-08-05 12:32:49.283,1659673969.2834892,N,75,99,43,5,0,0,0,0,0,0
2022-08-05 12:32:49.302,1659673969.3020365,N,75,99,41,5,0,0,0,0,0,0
2022-08-05 12:32:49.316,1659673969.3168344,N,75,99,40,5,0,0,0,0,0,0
2022-08-05 12:32:49.333,1659673969.3332524,N,75,99,40,4,0,0,0,0,0,0
2022-08-05 12:32:49.350,1659673969.3508866,N,75,99,38,4,0,0,0,0,0,0
2022-08-05 12:32:49.367,1659673969.3677354,N,75,99,37,4,0,0,0,0,0,0
2022-08-05 12:32:49.383,1659673969.3836925,N,75,99,36,4,0,0,0,0,0,0
2022-08-05 12:32:49.400,1659673969.4002116,N,75,99,35,4,0,0,0,0,0,0
2022-08-05 12:32:49.416,1659673969.4167442,N,75,99,33,4,0,0,0,0,0,0
2022-08-05 12:32:49.433,1659673969.433203,N,75,99,32,4,0,0,0,0,0,0
2022-08-05 12:32:49.450,1659673969.4501972,N,75,99,31,3,0,0,0,0,0,0
2022-08-05 12:32:49.466,1659673969.466622,N,75,99,30,3,0,0,0,0,0,0
2022-08-05 12:32:49.483,1659673969.483577,N,75,99,29,3,0,0,0,0,0,0
2022-08-05 12:32:49.502,1659673969.5024889,N,75,99,28,3,0,0,0,0,0,0
2022-08-05 12:32:49.519,1659673969.5193372,N,75,99,28,3,0,0,0,0,0,0
2022-08-05 12:32:49.533,1659673969.5333087,N,75,99,27,3,0,0,0,0,0,0
2022-08-05 12:32:49.552,1659673969.552875,N,75,99,26,3,0,0,0,0,0,0
2022-08-05 12:32:49.569,1659673969.5694826,N,75,99,26,3,0,0,0,0,0,0
2022-08-05 12:32:49.584,1659673969.5844414,N,75,99,25,3,0,0,0,0,0,0
2022-08-05 12:32:49.602,1659673969.6028562,N,75,99,25,3,0,0,0,0,0,0
2022-08-05 12:32:49.617,1659673969.6178493,N,75,99,25,3,0,0,0,0,0,0
2022-08-05 12:32:49.633,1659673969.6339004,N,75,99,25,3,0,0,0,0,0,0
2022-08-05 12:32:49.650,1659673969.6501586,N,75,99,28,3,0,0,0,0,0,0
2022-08-05 12:32:49.666,1659673969.6666677,N,75,99,32,4,0,0,0,0,0,0
2022-08-05 12:32:49.683,1659673969.683558,N,75,99,39,5,0,0,0,0,0,0
2022-08-05 12:32:49.700,1659673969.7002904,N,75,99,45,6,0,0,0,0,0,0
2022-08-05 12:32:49.716,1659673969.7166154,N,75,99,54,7,0,0,0,0,0,0
2022-08-05 12:32:49.734,1659673969.7340019,N,75,99,61,8,0,0,0,0,0,0
2022-08-05 12:32:49.749,1659673969.7494907,N,75,99,66,8,0,0,0,0,0,0
2022-08-05 12:32:49.766,1659673969.7668347,N,75,99,70,8,0,0,0,0,0,0
2022-08-05 12:32:49.785,1659673969.7852013,N,75,99,70,8,0,0,0,0,0,0
2022-08-05 12:32:49.803,1659673969.8037214,N,75,99,70,8,0,0,0,0,0,0
2022-08-05 12:32:49.817,1659673969.8178782,N,74,99,68,8,0,0,0,0,0,0
2022-08-05 12:32:49.833,1659673969.8334439,N,74,99,66,8,0,0,0,0,0,0
2022-08-05 12:32:49.850,1659673969.85042,N,74,99,63,7,0,0,0,0,0,0
2022-08-05 12:32:49.867,1659673969.8673437,N,74,99,61,7,0,0,0,0,0,0
2022-08-05 12:32:49.883,1659673969.8836255,N,74,99,58,7,0,0,0,0,0,0
2022-08-05 12:32:49.902,1659673969.9021754,N,74,99,56,6,0,0,0,0,0,0
2022-08-05 12:32:49.919,1659673969.9192693,N,74,99,54,6,0,0,0,0,0,0
2022-08-05 12:32:49.933,1659673969.9331555,N,74,99,52,6,0,0,0,0,0,0
2022-08-05 12:32:49.949,1659673969.9497705,N,74,99,50,6,0,0,0,0,0,0
2022-08-05 12:32:49.967,1659673969.9675038,N,74,99,49,6,0,0,0,0,0,0
2022-08-05 12:32:49.983,1659673969.9837494,N,74,99,48,6,0,0,0,0,0,0
2022-08-05 12:32:50.003,1659673970.003974,N,74,99,48,5,0,0,0,0,0,0
2022-08-05 12:32:50.020,1659673970.0209303,N,74,99,47,5,0,0,0,0,0,0
2022-08-05 12:32:50.035,1659673970.0350916,N,74,99,47,5,0,0,0,0,0,0
2022-08-05 12:32:50.053,1659673970.0530767,N,74,99,46,5,0,0,0,0,0,0
2022-08-05 12:32:50.066,1659673970.0669029,N,74,99,46,5,0,0,0,0,0,0
2022-08-05 12:32:50.083,1659673970.0833604,N,74,99,45,5,0,0,0,0,0,0
2022-08-05 12:32:50.100,1659673970.1006386,N,74,99,44,5,0,0,0,0,0,0
2022-08-05 12:32:50.117,1659673970.1171184,N,74,99,43,5,0,0,0,0,0,0
2022-08-05 12:32:50.133,1659673970.1335633,N,74,99,41,5,0,0,0,0,0,0
2022-08-05 12:32:50.152,1659673970.1523085,N,74,99,40,5,0,0,0,0,0,0
2022-08-05 12:32:50.166,1659673970.1669695,N,74,99,40,4,0,0,0,0,0,0
2022-08-05 12:32:50.185,1659673970.185102,N,74,99,38,4,0,0,0,0,0,0
2022-08-05 12:32:50.200,1659673970.2002275,N,74,99,37,4,0,0,0,0,0,0
2022-08-05 12:32:50.219,1659673970.2192574,N,74,99,36,4,0,0,0,0,0,0
2022-08-05 12:32:50.234,1659673970.234734,N,74,99,35,4,0,0,0,0,0,0
2022-08-05 12:32:50.249,1659673970.249862,N,74,99,33,4,0,0,0,0,0,0
2022-08-05 12:32:50.267,1659673970.2672036,N,74,99,32,3,0,0,0,0,0,0
2022-08-05 12:32:50.284,1659673970.2845762,N,74,99,31,3,0,0,0,0,0,0
2022-08-05 12:32:50.300,1659673970.3005004,N,74,99,30,3,0,0,0,0,0,0
2022-08-05 12:32:50.317,1659673970.3173544,N,74,99,29,3,0,0,0,0,0,0
2022-08-05 12:32:50.333,1659673970.333899,N,74,99,28,3,0,0,0,0,0,0
2022-08-05 12:32:50.350,1659673970.3506575,N,74,99,27,3,0,0,0,0,0,0
2022-08-05 12:32:50.366,1659673970.3669233,N,74,99,26,3,0,0,0,0,0,0
2022-08-05 12:32:50.382,1659673970.382959,N,74,99,25,3,0,0,0,0,0,0
2022-08-05 12:32:50.402,1659673970.402676,N,74,99,25,3,0,0,0,0,0,0
2022-08-05 12:32:50.417,1659673970.417707,N,74,99,24,2,0,0,0,0,0,0
2022-08-05 12:32:50.433,1659673970.4336596,N,74,99,23,2,0,0,0,0,0,0
2022-08-05 12:32:50.452,1659673970.4521103,N,74,99,23,2,0,0,0,0,0,0
2022-08-05 12:32:50.467,1659673970.4670382,N,74,99,23,3,0,0,0,0,0,0
2022-08-05 12:32:50.483,1659673970.4838178,N,74,99,25,3,0,0,0,0,0,0
2022-08-05 12:32:50.500,1659673970.5005853,N,74,99,29,4,0,0,0,0,0,0
2022-08-05 12:32:50.516,1659673970.516935,N,74,99,35,4,0,0,0,0,0,0
2022-08-05 12:32:50.533,1659673970.5339189,N,74,99,42,5,0,0,0,0,0,0
2022-08-05 12:32:50.549,1659673970.549947,N,74,99,49,6,0,0,0,0,0,0
2022-08-05 12:32:50.566,1659673970.566901,N,74,99,57,7,0,0,0,0,0,0
2022-08-05 12:32:50.583,1659673970.5838552,N,74,99,62,8,0,0,0,0,0,0
2022-08-05 12:32:50.600,1659673970.6007116,N,74,99,66,8,0,0,0,0,0,0
2022-08-05 12:32:50.616,1659673970.6168413,N,74,99,67,8,0,0,0,0,0,0
2022-08-05 12:32:50.633,1659673970.6335714,N,74,99,66,8,0,0,0,0,0,0
2022-08-05 12:32:50.653,1659673970.6532009,Y,74,99,64,7,0,0,0,0,0,0
2022-08-05 12:32:50.668,1659673970.6680796,N,74,99,61,7,0,0,0,0,0,0
2022-08-05 12:32:50.685,1659673970.685807,N,74,99,59,7,0,0,0,0,0,0
2022-08-05 12:32:50.700,1659673970.7007897,N,74,99,56,6,0,0,0,0,0,0
2022-08-05 12:32:50.719,1659673970.7191927,N,74,99,54,6,0,0,0,0,0,0
2022-08-05 12:32:50.735,1659673970.7357602,N,74,99,51,6,0,0,0,0,0,0
2022-08-05 12:32:50.750,1659673970.7504065,N,74,99,49,6,0,0,0,0,0,0
2022-08-05 12:32:50.766,1659673970.7668421,N,74,99,47,5,0,0,0,0,0,0
2022-08-05 12:32:50.783,1659673970.7836556,N,74,99,45,5,0,0,0,0,0,0
2022-08-05 12:32:50.800,1659673970.8007238,N,74,99,44,5,0,0,0,0,0,0
2022-08-05 12:32:50.816,1659673970.8161042,N,74,99,43,5,0,0,0,0,0,0
2022-08-05 12:32:50.833,1659673970.833785,N,74,99,43,5,0,0,0,0,0,0
2022-08-05 12:32:50.849,1659673970.8497407,N,74,99,43,5,0,0,0,0,0,0
2022-08-05 12:32:50.866,1659673970.86684,N,74,99,43,5,0,0,0,0,0,0
2022-08-05 12:32:50.883,1659673970.8839,N,74,99,43,5,0,0,0,0,0,0
2022-08-05 12:32:50.899,1659673970.8998134,N,74,99,43,5,0,0,0,0,0,0
2022-08-05 12:32:50.916,1659673970.9160912,N,74,99,43,5,0,0,0,0,0,0
2022-08-05 12:32:50.933,1659673970.9331934,N,74,99,42,5,0,0,0,0,0,0
2022-08-05 12:32:50.952,1659673970.952974,N,74,99,41,5,0,0,0,0,0,0
2022-08-05 12:32:50.967,1659673970.9671261,N,74,99,40,5,0,0,0,0,0,0
2022-08-05 12:32:50.984,1659673970.984893,N,74,99,39,4,0,0,0,0,0,0
2022-08-05 12:32:51.001,1659673971.0010984,N,74,99,38,4,0,0,0,0,0,0
2022-08-05 12:32:51.016,1659673971.0167725,N,74,99,37,4,0,0,0,0,0,0
2022-08-05 12:32:51.033,1659673971.0339231,N,74,99,35,4,0,0,0,0,0,0
2022-08-05 12:32:51.049,1659673971.049849,N,74,99,34,4,0,0,0,0,0,0
2022-08-05 12:32:51.066,1659673971.066947,N,74,99,33,4,0,0,0,0,0,0
2022-08-05 12:32:51.083,1659673971.0832927,N,74,99,32,4,0,0,0,0,0,0
2022-08-05 12:32:51.102,1659673971.1025593,N,74,99,31,3,0,0,0,0,0,0
2022-08-05 12:32:51.116,1659673971.1169431,N,74,99,31,3,0,0,0,0,0,0
2022-08-05 12:32:51.135,1659673971.135113,N,74,99,30,3,0,0,0,0,0,0
2022-08-05 12:32:51.149,1659673971.1495311,N,74,99,30,3,0,0,0,0,0,0
2022-08-05 12:32:51.168,1659673971.168925,N,74,99,29,3,0,0,0,0,0,0
2022-08-05 12:32:51.185,1659673971.1850924,N,74,99,28,3,0,0,0,0,0,0
2022-08-05 12:32:51.199,1659673971.1999745,N,74,99,27,3,0,0,0,0,0,0
2022-08-05 12:32:51.219,1659673971.2193353,N,74,99,27,3,0,0,0,0,0,0
2022-08-05 12:32:51.235,1659673971.2350845,N,74,99,26,3,0,0,0,0,0,0
2022-08-05 12:32:51.249,1659673971.2499802,N,74,99,26,3,0,0,0,0,0,0
2022-08-05 12:32:51.266,1659673971.2663882,N,74,99,26,3,0,0,0,0,0,0
2022-08-05 12:32:51.283,1659673971.2833765,N,74,99,28,3,0,0,0,0,0,0
2022-08-05 12:32:51.300,1659673971.3004527,N,74,99,33,4,0,0,0,0,0,0
2022-08-05 12:32:51.317,1659673971.3170738,N,74,99,39,5,0,0,0,0,0,0
2022-08-05 12:32:51.333,1659673971.333685,N,74,99,45,6,0,0,0,0,0,0
2022-08-05 12:32:51.351,1659673971.351887,N,74,99,52,7,0,0,0,0,0,0
2022-08-05 12:32:51.368,1659673971.3680713,N,74,99,59,7,0,0,0,0,0,0
2022-08-05 12:32:51.383,1659673971.3832645,N,74,99,63,8,0,0,0,0,0,0
2022-08-05 12:32:51.401,1659673971.4018948,N,74,99,66,8,0,0,0,0,0,0
2022-08-05 12:32:51.419,1659673971.419067,N,74,99,66,8,0,0,0,0,0,0
2022-08-05 12:32:51.434,1659673971.4340568,N,74,99,65,8,0,0,0,0,0,0
2022-08-05 12:32:51.451,1659673971.4511714,N,74,99,63,7,0,0,0,0,0,0
2022-08-05 12:32:51.467,1659673971.4676616,N,74,99,60,7,0,0,0,0,0,0
2022-08-05 12:32:51.484,1659673971.4849508,N,74,99,58,7,0,0,0,0,0,0
2022-08-05 12:32:51.501,1659673971.501789,N,74,99,55,6,0,0,0,0,0,0
2022-08-05 12:32:51.516,1659673971.5167117,N,74,99,52,6,0,0,0,0,0,0
2022-08-05 12:32:51.533,1659673971.5337427,N,74,99,50,6,0,0,0,0,0,0
2022-08-05 12:32:51.550,1659673971.5501318,N,74,99,48,5,0,0,0,0,0,0
2022-08-05 12:32:51.567,1659673971.5670257,N,74,99,46,5,0,0,0,0,0,0
2022-08-05 12:32:51.583,1659673971.5831,N,74,99,44,5,0,0,0,0,0,0
2022-08-05 12:32:51.601,1659673971.6011434,N,74,99,44,5,0,0,0,0,0,0
2022-08-05 12:32:51.617,1659673971.6170707,N,74,99,43,5,0,0,0,0,0,0
2022-08-05 12:32:51.633,1659673971.633312,N,74,99,43,5,0,0,0,0,0,0
2022-08-05 12:32:51.650,1659673971.6500733,N,74,99,43,5,0,0,0,0,0,0
2022-08-05 12:32:51.668,1659673971.6680658,N,74,99,44,5,0,0,0,0,0,0
2022-08-05 12:32:51.683,1659673971.6839628,N,74,99,43,5,0,0,0,0,0,0
2022-08-05 12:32:51.700,1659673971.7008376,N,74,99,43,5,0,0,0,0,0,0
2022-08-05 12:32:51.718,1659673971.7181387,N,74,99,42,5,0,0,0,0,0,0
2022-08-05 12:32:51.733,1659673971.7334845,N,74,99,41,5,0,0,0,0,0,0
2022-08-05 12:32:51.749,1659673971.7499886,N,74,99,40,5,0,0,0,0,0,0
2022-08-05 12:32:51.766,1659673971.7668211,N,74,99,39,4,0,0,0,0,0,0
2022-08-05 12:32:51.783,1659673971.7830439,N,74,99,38,4,0,0,0,0,0,0
2022-08-05 12:32:51.800,1659673971.800882,N,74,99,36,4,0,0,0,0,0,0
2022-08-05 12:32:51.816,1659673971.8167763,N,74,99,35,4,0,0,0,0,0,0
2022-08-05 12:32:51.833,1659673971.8337524,N,74,99,34,4,0,0,0,0,0,0
2022-08-05 12:32:51.852,1659673971.8529804,N,74,99,33,4,0,0,0,0,0,0
2022-08-05 12:32:51.868,1659673971.8685727,N,74,99,32,3,0,0,0,0,0,0
2022-08-05 12:32:51.883,1659673971.8836935,N,74,99,31,3,0,0,0,0,0,0
2022-08-05 12:32:51.901,1659673971.9010997,N,74,99,30,3,0,0,0,0,0,0
2022-08-05 12:32:51.917,1659673971.917676,N,74,99,29,3,0,0,0,0,0,0
2022-08-05 12:32:51.934,1659673971.9346325,N,74,99,28,3,0,0,0,0,0,0
2022-08-05 12:32:51.950,1659673971.9501672,N,74,99,27,3,0,0,0,0,0,0
2022-08-05 12:32:51.966,1659673971.9661098,N,74,99,27,3,0,0,0,0,0,0
2022-08-05 12:32:51.982,1659673971.9826005,N,74,99,26,3,0,0,0,0,0,0
2022-08-05 12:32:52.002,1659673972.002239,N,74,99,25,3,0,0,0,0,0,0
2022-08-05 12:32:52.016,1659673972.016458,N,74,99,24,3,0,0,0,0,0,0
2022-08-05 12:32:52.035,1659673972.0350277,N,74,99,24,3,0,0,0,0,0,0
2022-08-05 12:32:52.049,1659673972.0499876,N,74,99,25,3,0,0,0,0,0,0
2022-08-05 12:32:52.067,1659673972.0677612,N,74,99,28,3,0,0,0,0,0,0
2022-08-05 12:32:52.085,1659673972.0859923,N,74,99,33,4,0,0,0,0,0,0
2022-08-05 12:32:52.101,1659673972.1010847,N,74,99,39,5,0,0,0,0,0,0
2022-08-05 12:32:52.117,1659673972.1170988,N,74,99,46,6,0,0,0,0,0,0
2022-08-05 12:32:52.134,1659673972.1342692,N,74,99,54,7,0,0,0,0,0,0
2022-08-05 12:32:52.150,1659673972.1504166,N,74,99,61,7,0,0,0,0,0,0
2022-08-05 12:32:52.167,1659673972.1671164,N,74,99,66,8,0,0,0,0,0,0
2022-08-05 12:32:52.183,1659673972.183661,N,74,99,68,8,0,0,0,0,0,0
2022-08-05 12:32:52.202,1659673972.2025986,N,74,99,69,8,0,0,0,0,0,0
2022-08-05 12:32:52.217,1659673972.2176082,N,74,99,68,8,0,0,0,0,0,0
2022-08-05 12:32:52.233,1659673972.2335622,N,74,99,65,8,0,0,0,0,0,0
2022-08-05 12:32:52.250,1659673972.2508762,N,74,99,63,7,0,0,0,0,0,0
2022-08-05 12:32:52.267,1659673972.2678423,N,74,99,60,7,0,0,0,0,0,0
2022-08-05 12:32:52.285,1659673972.2851489,N,74,99,58,7,0,0,0,0,0,0
2022-08-05 12:32:52.302,1659673972.3024895,N,74,99,55,6,0,0,0,0,0,0
2022-08-05 12:32:52.318,1659673972.3183346,N,74,99,53,6,0,0,0,0,0,0
2022-08-05 12:32:52.334,1659673972.3340619,N,74,99,51,6,0,0,0,0,0,0
2022-08-05 12:32:52.350,1659673972.3506315,N,74,99,49,6,0,0,0,0,0,0
2022-08-05 12:32:52.368,1659673972.3687255,N,74,99,47,5,0,0,0,0,0,0
2022-08-05 12:32:52.383,1659673972.3837512,N,74,99,46,5,0,0,0,0,0,0
2022-08-05 12:32:52.400,1659673972.4007628,N,74,99,45,5,0,0,0,0,0,0
2022-08-05 12:32:52.417,1659673972.4173515,N,74,99,45,5,0,0,0,0,0,0
2022-08-05 12:32:52.433,1659673972.4333386,N,74,99,45,5,0,0,0,0,0,0
2022-08-05 12:32:52.450,1659673972.4501636,N,74,99,45,5,0,0,0,0,0,0
2022-08-05 12:32:52.467,1659673972.46707,N,74,99,44,5,0,0,0,0,0,0
2022-08-05 12:32:52.484,1659673972.4844613,N,74,99,44,5,0,0,0,0,0,0
2022-08-05 12:32:52.500,1659673972.5004225,N,74,99,43,5,0,0,0,0,0,0
2022-08-05 12:32:52.518,1659673972.5186827,N,74,99,42,5,0,0,0,0,0,0
2022-08-05 12:32:52.533,1659673972.5335844,N,74,99,40,5,0,0,0,0,0,0
2022-08-05 12:32:52.552,1659673972.5525448,N,74,99,40,4,0,0,0,0,0,0
2022-08-05 12:32:52.569,1659673972.5690768,N,74,99,38,4,0,0,0,0,0,0
2022-08-05 12:32:52.585,1659673972.5858383,N,74,99,37,4,0,0,0,0,0,0
2022-08-05 12:32:52.603,1659673972.6038167,N,74,99,36,4,0,0,0,0,0,0
2022-08-05 12:32:52.617,1659673972.6177144,N,74,99,34,4,0,0,0,0,0,0
2022-08-05 12:32:52.634,1659673972.634181,N,74,99,33,4,0,0,0,0,0,0
2022-08-05 12:32:52.652,1659673972.652028,N,74,99,32,3,0,0,0,0,0,0
2022-08-05 12:32:52.667,1659673972.6670027,N,74,99,31,3,0,0,0,0,0,0
2022-08-05 12:32:52.683,1659673972.6838803,N,74,99,30,3,0,0,0,0,0,0
2022-08-05 12:32:52.701,1659673972.7017963,N,74,99,28,3,0,0,0,0,0,0
2022-08-05 12:32:52.718,1659673972.7189314,N,74,99,27,3,0,0,0,0,0,0
2022-08-05 12:32:52.733,1659673972.733251,N,74,99,27,3,0,0,0,0,0,0
2022-08-05 12:32:52.750,1659673972.7504427,N,74,99,26,3,0,0,0,0,0,0
2022-08-05 12:32:52.769,1659673972.7691443,N,74,99,25,3,0,0,0,0,0,0
2022-08-05 12:32:52.783,1659673972.7838314,N,74,99,25,3,0,0,0,0,0,0
2022-08-05 12:32:52.800,1659673972.800246,N,74,99,24,3,0,0,0,0,0,0
2022-08-05 12:32:52.817,1659673972.817718,N,74,99,23,2,0,0,0,0,0,0
2022-08-05 12:32:52.835,1659673972.8350773,N,74,99,23,2,0,0,0,0,0,0
2022-08-05 12:32:52.851,1659673972.851261,N,74,99,23,2,0,0,0,0,0,0
2022-08-05 12:32:52.867,1659673972.867067,N,74,99,24,3,0,0,0,0,0,0
