Time,Timestamp,Pulse rate [bpm],spo2,ppg,strength,IBI,SDNN,SDSD,RMSSD,pNN20,pNN50
2022-08-05 12:32:44.283,1659673964.283964,N,78,99,39,4,0,0,0,0,0,0
2022-08-05 12:32:44.300,1659673964.3003514,N,78,99,39,4,0,0,0,0,0,0
2022-08-05 12:32:44.318,1659673964.3188436,N,78,99,39,4,0,0,0,0,0,0
2022-08-05 12:32:44.336,1659673964.336112,N,78,99,38,4,0,0,0,0,0,0
2022-08-05 12:32:44.350,1659673964.350632,N,78,99,37,4,0,0,0,0,0,0
2022-08-05 12:32:44.369,1659673964.3691843,N,78,99,37,4,0,0,0,0,0,0
2022-08-05 12:32:44.384,1659673964.3849325,N,78,99,35,4,0,0,0,0,0,0
2022-08-05 12:32:44.401,1659673964.4012723,N,78,99,34,4,0,0,0,0,0,0
2022-08-05 12:32:44.416,1659673964.4168346,N,78,99,33,4,0,0,0,0,0,0
2022-08-05 12:32:44.434,1659673964.4348986,N,78,99,32,4,0,0,0,0,0,0
2022-08-05 12:32:44.450,1659673964.4507327,N,78,99,32,3,0,0,0,0,0,0
2022-08-05 12:32:44.466,1659673964.4668012,N,78,99,30,3,0,0,0,0,0,0
2022-08-05 12:32:44.483,1659673964.4832482,N,78,99,29,3,0,0,0,0,0,0
2022-08-05 12:32:44.499,1659673964.4999669,N,78,99,28,3,0,0,0,0,0,0
2022-08-05 12:32:44.520,1659673964.5203657,N,78,99,28,3,0,0,0,0,0,0
2022-08-05 12:32:44.534,1659673964.5346673,N,78,99,27,3,0,0,0,0,0,0
2022-08-05 12:32:44.550,1659673964.5508924,N,78,99,26,3,0,0,0,0,0,0
2022-08-05 12:32:44.569,1659673964.569636,N,78,99,26,3,0,0,0,0,0,0
2022-08-05 12:32:44.584,1659673964.584945,N,78,99,25,3,0,0,0,0,0,0
2022-08-05 12:32:44.600,1659673964.6004426,N,78,99,25,3,0,0,0,0,0,0
2022-08-05 12:32:44.617,1659673964.6179183,N,78,99,24,3,0,0,0,0,0,0
2022-08-05 12:32:44.633,1659673964.633786,N,78,99,24,3,0,0,0,0,0,0
2022-08-05 12:32:44.652,1659673964.6528697,N,78,99,23,2,0,0,0,0,0,0
2022-08-05 12:32:44.667,1659673964.6670532,N,78,99,23,2,0,0,0,0,0,0
2022-08-05 12:32:44.684,1659673964.6848118,N,78,99,23,2,0,0,0,0,0,0
2022-08-05 12:32:44.703,1659673964.7035592,N,78,99,22,2,0,0,0,0,0,0
2022-08-05 12:32:44.716,1659673964.71663,N,78,99,22,2,0,0,0,0,0,0
2022-08-05 12:32:44.735,1659673964.735901,N,78,99,22,2,0,0,0,0,0,0
2022-08-05 12:32:44.752,1659673964.7525544,N,78,99,22,2,0,0,0,0,0,0
2022-08-05 12:32:44.766,1659673964.7667334,N,78,99,23,3,0,0,0,0,0,0
2022-08-05 12:32:44.783,1659673964.783785,N,78,99,26,3,0,0,0,0,0,0
2022-08-05 12:32:44.803,1659673964.8031352,N,78,99,30,4,0,0,0,0,0,0
2022-08-05 12:32:44.818,1659673964.8180616,N,78,99,36,4,0,0,0,0,0,0
2022-08-05 12:32:44.834,1659673964.8342657,N,78,99,42,5,0,0,0,0,0,0
2022-08-05 12:32:44.850,1659673964.8507578,N,78,99,49,6,0,0,0,0,0,0
2022-08-05 12:32:44.867,1659673964.867406,N,78,99,55,7,0,0,0,0,0,0
2022-08-05 12:32:44.885,1659673964.8851619,N,78,99,59,7,0,0,0,0,0,0
2022-08-05 12:32:44.900,1659673964.9008117,N,78,99,61,7,0,0,0,0,0,0
2022-08-05 12:32:44.916,1659673964.9166207,N,78,99,61,7,0,0,0,0,0,0
2022-08-05 12:32:44.938,1659673964.9382358,N,78,99,59,7,0,0,0,0,0,0
2022-08-05 12:32:44.951,1659673964.951946,N,78,99,57,6,0,0,0,0,0,0
2022-08-05 12:32:44.967,1659673964.9678953,N,78,99,54,6,0,0,0,0,0,0
2022-08-05 12:32:44.985,1659673964.9858196,N,78,99,51,6,0,0,0,0,0,0
2022-08-05 12:32:45.004,1659673965.0040464,N,78,99,48,5,0,0,0,0,0,0
2022-08-05 12:32:45.017,1659673965.0174441,N,78,99,46,5,0,0,0,0,0,0
2022-08-05 12:32:45.034,1659673965.0348513,N,78,99,44,5,0,0,0,0,0,0
2022-08-05 12:32:45.050,1659673965.0509512,N,78,99,42,5,0,0,0,0,0,0
2022-08-05 12:32:45.067,1659673965.0677016,N,78,99,41,5,0,0,0,0,0,0
2022-08-05 12:32:45.084,1659673965.0846326,N,78,99,40,5,0,0,0,0,0,0
2022-08-05 12:32:45.100,1659673965.1000557,N,78,99,40,5,0,0,0,0,0,0
2022-08-05 12:32:45.116,1659673965.1167586,N,78,99,40,5,0,0,0,0,0,0
2022-08-05 12:32:45.133,1659673965.133872,N,78,99,40,5,0,0,0,0,0,0
2022-08-05 12:32:45.152,1659673965.1526124,N,78,99,41,5,0,0,0,0,0,0
2022-08-05 12:32:45.167,1659673965.167792,N,78,99,41,5,0,0,0,0,0,0
2022-08-05 12:32:45.186,1659673965.186333,N,78,99,41,5,0,0,0,0,0,0
2022-08-05 12:32:45.200,1659673965.2007937,N,78,99,40,5,0,0,0,0,0,0
2022-08-05 12:32:45.217,1659673965.2172236,N,78,99,40,5,0,0,0,0,0,0
2022-08-05 12:32:45.235,1659673965.2353249,N,78,99,40,4,0,0,0,0,0,0
2022-08-05 12:32:45.249,1659673965.2499034,N,78,99,39,4,0,0,0,0,0,0
2022-08-05 12:32:45.267,1659673965.2676363,N,78,99,38,4,0,0,0,0,0,0
2022-08-05 12:32:45.283,1659673965.2839644,N,78,99,37,4,0,0,0,0,0,0
2022-08-05 12:32:45.300,1659673965.300387,N,78,99,36,4,0,0,0,0,0,0
2022-08-05 12:32:45.317,1659673965.3170788,N,78,99,35,4,0,0,0,0,0,0
2022-08-05 12:32:45.333,1659673965.3335254,N,78,99,34,4,0,0,0,0,0,0
2022-08-05 12:32:45.350,1659673965.3500767,N,78,99,33,4,0,0,0,0,0,0
2022-08-05 12:32:45.366,1659673965.3669007,N,78,99,32,4,0,0,0,0,0,0
2022-08-05 12:32:45.383,1659673965.3837788,N,78,99,32,3,0,0,0,0,0,0
2022-08-05 12:32:45.400,1659673965.4006262,N,78,99,31,3,0,0,0,0,0,0
2022-08-05 12:32:45.418,1659673965.418918,N,78,99,30,3,0,0,0,0,0,0
2022-08-05 12:32:45.435,1659673965.4358253,N,78,99,30,3,0,0,0,0,0,0
2022-08-05 12:32:45.450,1659673965.4501457,N,78,99,29,3,0,0,0,0,0,0
2022-08-05 12:32:45.466,1659673965.4663594,N,78,99,29,3,0,0,0,0,0,0
2022-08-05 12:32:45.484,1659673965.4848666,N,78,99,28,3,0,0,0,0,0,0
2022-08-05 12:32:45.499,1659673965.499977,N,78,99,27,3,0,0,0,0,0,0
2022-08-05 12:32:45.517,1659673965.5179362,N,78,99,27,3,0,0,0,0,0,0
2022-08-05 12:32:45.533,1659673965.5339484,N,78,99,26,3,0,0,0,0,0,0
2022-08-05 12:32:45.549,1659673965.549872,N,78,99,26,3,0,0,0,0,0,0
2022-08-05 12:32:45.566,1659673965.5668812,N,78,99,27,3,0,0,0,0,0,0
2022-08-05 12:32:45.583,1659673965.583835,N,78,99,30,4,0,0,0,0,0,0
2022-08-05 12:32:45.599,1659673965.599669,N,78,99,35,4,0,0,0,0,0,0
2022-08-05 12:32:45.616,1659673965.6169367,N,78,99,41,5,0,0,0,0,0,0
2022-08-05 12:32:45.635,1659673965.635953,N,78,99,48,6,0,0,0,0,0,0
2022-08-05 12:32:45.652,1659673965.6522958,N,78,99,55,7,0,0,0,0,0,0
2022-08-05 12:32:45.667,1659673965.6671784,N,78,99,61,8,0,0,0,0,0,0
2022-08-05 12:32:45.684,1659673965.6849048,N,78,99,65,8,0,0,0,0,0,0
2022-08-05 12:32:45.702,1659673965.702433,N,78,99,67,8,0,0,0,0,0,0
2022-08-05 12:32:45.716,1659673965.7169416,N,78,99,67,8,0,0,0,0,0,0
2022-08-05 12:32:45.734,1659673965.7344942,N,78,99,65,8,0,0,0,0,0,0
2022-08-05 12:32:45.751,1659673965.7512693,N,77,99,63,7,0,0,0,0,0,0
2022-08-05 12:32:45.767,1659673965.7671916,N,77,99,60,7,0,0,0,0,0,0
2022-08-05 12:32:45.783,1659673965.7832186,N,77,99,57,7,0,0,0,0,0,0
2022-08-05 12:32:45.800,1659673965.800132,N,77,99,54,6,0,0,0,0,0,0
2022-08-05 12:32:45.818,1659673965.818225,N,77,99,52,6,0,0,0,0,0,0
2022-08-05 12:32:45.834,1659673965.8348708,N,77,99,50,6,0,0,0,0,0,0
2022-08-05 12:32:45.849,1659673965.8498523,N,77,99,47,5,0,0,0,0,0,0
2022-08-05 12:32:45.866,1659673965.8667688,N,77,99,46,5,0,0,0,0,0,0
2022-08-05 12:32:45.890,1659673965.8900046,N,77,99,45,5,0,0,0,0,0,0
2022-08-05 12:32:45.900,1659673965.9000385,N,77,99,44,5,0,0,0,0,0,0
2022-08-05 12:32:45.917,1659673965.9176557,N,77,99,44,5,0,0,0,0,0,0
2022-08-05 12:32:45.934,1659673965.9344761,N,77,99,43,5,0,0,0,0,0,0
2022-08-05 12:32:45.949,1659673965.949617,N,77,99,44,5,0,0,0,0,0,0
2022-08-05 12:32:45.967,1659673965.9671123,N,77,99,44,5,0,0,0,0,0,0
2022-08-05 12:32:45.983,1659673965.9839556,N,77,99,43,5,0,0,0,0,0,0
2022-08-05 12:32:46.000,1659673966.0002673,N,77,99,43,5,0,0,0,0,0,0
2022-08-05 12:32:46.016,1659673966.0166912,N,77,99,42,5,0,0,0,0,0,0
2022-08-05 12:32:46.034,1659673966.0347311,N,77,99,41,5,0,0,0,0,0,0
2022-08-05 12:32:46.051,1659673966.0518777,N,77,99,40,5,0,0,0,0,0,0
2022-08-05 12:32:46.066,1659673966.066899,N,77,99,40,4,0,0,0,0,0,0
2022-08-05 12:32:46.083,1659673966.0834641,N,77,99,39,4,0,0,0,0,0,0
2022-08-05 12:32:46.101,1659673966.101652,N,77,99,38,4,0,0,0,0,0,0
2022-08-05 12:32:46.117,1659673966.117295,N,77,99,37,4,0,0,0,0,0,0
2022-08-05 12:32:46.133,1659673966.1336489,N,77,99,35,4,0,0,0,0,0,0
2022-08-05 12:32:46.152,1659673966.1523104,N,77,99,34,4,0,0,0,0,0,0
2022-08-05 12:32:46.167,1659673966.1677887,N,77,99,33,4,0,0,0,0,0,0
2022-08-05 12:32:46.184,1659673966.184149,N,77,99,32,4,0,0,0,0,0,0
2022-08-05 12:32:46.199,1659673966.1999593,N,77,99,31,3,0,0,0,0,0,0
2022-08-05 12:32:46.217,1659673966.2172687,N,77,99,30,3,0,0,0,0,0,0
2022-08-05 12:32:46.235,1659673966.23546,N,77,99,30,3,0,0,0,0,0,0
2022-08-05 12:32:46.250,1659673966.2500722,N,77,99,29,3,0,0,0,0,0,0
2022-08-05 12:32:46.266,1659673966.266643,N,77,99,28,3,0,0,0,0,0,0
2022-08-05 12:32:46.283,1659673966.2839904,N,77,99,27,3,0,0,0,0,0,0
2022-08-05 12:32:46.300,1659673966.3008704,N,77,99,27,3,0,0,0,0,0,0
2022-08-05 12:32:46.316,1659673966.316463,N,77,99,26,3,0,0,0,0,0,0
2022-08-05 12:32:46.334,1659673966.3340764,N,77,99,25,3,0,0,0,0,0,0
2022-08-05 12:32:46.350,1659673966.350482,N,77,99,25,3,0,0,0,0,0,0
2022-08-05 12:32:46.369,1659673966.369907,N,77,99,26,3,0,0,0,0,0,0
2022-08-05 12:32:46.385,1659673966.3857887,N,77,99,29,3,0,0,0,0,0,0
2022-08-05 12:32:46.406,1659673966.4066784,N,77,99,34,4,0,0,0,0,0,0
2022-08-05 12:32:46.416,1659673966.416707,N,77,99,40,5,0,0,0,0,0,0
2022-08-05 12:32:46.433,1659673966.4339914,N,77,99,47,6,0,0,0,0,0,0
2022-08-05 12:32:46.450,1659673966.4503798,N,77,99,55,7,0,0,0,0,0,0
2022-08-05 12:32:46.467,1659673966.4670572,N,77,99,62,8,0,0,0,0,0,0
2022-08-05 12:32:46.484,1659673966.484751,N,77,99,67,8,0,0,0,0,0,0
2022-08-05 12:32:46.499,1659673966.4995356,N,77,99,70,8,0,0,0,0,0,0
2022-08-05 12:32:46.516,1659673966.5166225,N,77,99,71,8,0,0,0,0,0,0
2022-08-05 12:32:46.533,1659673966.53354,N,77,99,70,8,0,0,0,0,0,0
2022-08-05 12:32:46.549,1659673966.5494494,N,76,99,68,8,0,0,0,0,0,0
2022-08-05 12:32:46.567,1659673966.5672698,N,76,99,65,8,0,0,0,0,0,0
2022-08-05 12:32:46.583,1659673966.5836616,N,76,99,63,7,0,0,0,0,0,0
2022-08-05 12:32:46.602,1659673966.6023674,N,76,99,60,7,0,0,0,0,0,0
2022-08-05 12:32:46.617,1659673966.6170135,N,76,99,58,7,0,0,0,0,0,0
2022-08-05 12:32:46.633,1659673966.633808,N,76,99,56,6,0,0,0,0,0,0
2022-08-05 12:32:46.650,1659673966.650676,N,76,99,54,6,0,0,0,0,0,0
2022-08-05 12:32:46.670,1659673966.670202,N,76,99,51,6,0,0,0,0,0,0
2022-08-05 12:32:46.685,1659673966.6852505,N,76,99,50,6,0,0,0,0,0,0
2022-08-05 12:32:46.700,1659673966.700363,N,76,99,49,6,0,0,0,0,0,0
2022-08-05 12:32:46.719,1659673966.7194722,N,76,99,48,6,0,0,0,0,0,0
2022-08-05 12:32:46.736,1659673966.736206,N,76,99,48,5,0,0,0,0,0,0
2022-08-05 12:32:46.750,1659673966.75029,N,76,99,47,5,0,0,0,0,0,0
2022-08-05 12:32:46.770,1659673966.7703733,N,76,99,47,5,0,0,0,0,0,0
2022-08-05 12:32:46.785,1659673966.7856653,N,76,99,47,5,0,0,0,0,0,0
2022-08-05 12:32:46.800,1659673966.8006272,N,76,99,47,5,0,0,0,0,0,0
2022-08-05 12:32:46.817,1659673966.8179789,N,76,99,46,5,0,0,0,0,0,0
2022-08-05 12:32:46.834,1659673966.834451,N,76,99,45,5,0,0,0,0,0,0
2022-08-05 12:32:46.849,1659673966.849633,N,76,99,43,5,0,0,0,0,0,0
2022-08-05 12:32:46.866,1659673966.8667312,N,76,99,42,5,0,0,0,0,0,0
2022-08-05 12:32:46.882,1659673966.882768,N,76,99,40,5,0,0,0,0,0,0
2022-08-05 12:32:46.902,1659673966.9025092,N,76,99,40,4,0,0,0,0,0,0
2022-08-05 12:32:46.918,1659673966.91812,N,76,99,39,4,0,0,0,0,0,0
2022-08-05 12:32:46.933,1659673966.9339323,N,76,99,37,4,0,0,0,0,0,0
2022-08-05 12:32:46.952,1659673966.9527256,N,76,99,36,4,0,0,0,0,0,0
2022-08-05 12:32:46.966,1659673966.9669123,N,76,99,35,4,0,0,0,0,0,0
2022-08-05 12:32:46.984,1659673966.9848824,N,76,99,34,4,0,0,0,0,0,0
2022-08-05 12:32:47.002,1659673967.0027015,N,76,99,33,4,0,0,0,0,0,0
2022-08-05 12:32:47.017,1659673967.0177157,N,76,99,32,3,0,0,0,0,0,0
2022-08-05 12:32:47.036,1659673967.0367095,N,76,99,30,3,0,0,0,0,0,0
2022-08-05 12:32:47.050,1659673967.050568,N,76,99,30,3,0,0,0,0,0,0
2022-08-05 12:32:47.067,1659673967.0671868,N,76,99,29,3,0,0,0,0,0,0
2022-08-05 12:32:47.086,1659673967.0861115,N,76,99,28,3,0,0,0,0,0,0
2022-08-05 12:32:47.100,1659673967.1008966,N,76,99,28,3,0,0,0,0,0,0
2022-08-05 12:32:47.117,1659673967.1172993,N,76,99,27,3,0,0,0,0,0,0
2022-08-05 12:32:47.134,1659673967.1348617,N,76,99,27,3,0,0,0,0,0,0
2022-08-05 12:32:47.149,1659673967.1498692,N,76,99,26,3,0,0,0,0,0,0
2022-08-05 12:32:47.166,1659673967.1668327,N,76,99,25,3,0,0,0,0,0,0
2022-08-05 12:32:47.185,1659673967.1850512,N,76,99,25,3,0,0,0,0,0,0
2022-08-05 12:32:47.200,1659673967.2004986,N,76,99,27,3,0,0,0,0,0,0
2022-08-05 12:32:47.219,1659673967.2190797,N,76,99,29,4,0,0,0,0,0,0
2022-08-05 12:32:47.236,1659673967.236167,N,76,99,34,4,0,0,0,0,0,0
2022-08-05 12:32:47.251,1659673967.2513485,N,76,99,40,5,0,0,0,0,0,0
2022-08-05 12:32:47.269,1659673967.2691405,N,76,99,47,6,0,0,0,0,0,0
2022-08-05 12:32:47.283,1659673967.283222,N,76,99,55,7,0,0,0,0,0,0
2022-08-05 12:32:47.301,1659673967.30192,N,76,99,62,8,0,0,0,0,0,0
2022-08-05 12:32:47.317,1659673967.3179162,N,76,99,66,8,0,0,0,0,0,0
2022-08-05 12:32:47.334,1659673967.3340776,N,76,99,69,8,0,0,0,0,0,0
2022-08-05 12:32:47.350,1659673967.35094,N,76,99,69,8,0,0,0,0,0,0
2022-08-05 12:32:47.366,1659673967.3667963,N,76,99,68,8,0,0,0,0,0,0
2022-08-05 12:32:47.383,1659673967.3837378,N,75,99,66,8,0,0,0,0,0,0
2022-08-05 12:32:47.400,1659673967.4002643,N,75,99,63,7,0,0,0,0,0,0
2022-08-05 12:32:47.416,1659673967.4167945,N,75,99,60,7,0,0,0,0,0,0
2022-08-05 12:32:47.433,1659673967.433892,N,75,99,57,7,0,0,0,0,0,0
2022-08-05 12:32:47.449,1659673967.4499319,N,75,99,55,6,0,0,0,0,0,0
2022-08-05 12:32:47.466,1659673967.4669154,N,75,99,53,6,0,0,0,0,0,0
2022-08-05 12:32:47.486,1659673967.4868913,N,75,99,50,6,0,0,0,0,0,0
2022-08-05 12:32:47.502,1659673967.5024567,N,75,99,48,6,0,0,0,0,0,0
2022-08-05 12:32:47.517,1659673967.517938,N,75,99,47,5,0,0,0,0,0,0
2022-08-05 12:32:47.534,1659673967.534022,N,75,99,46,5,0,0,0,0,0,0
2022-08-05 12:32:47.550,1659673967.550128,N,75,99,46,5,0,0,0,0,0,0
2022-08-05 12:32:47.567,1659673967.567294,N,75,99,46,5,0,0,0,0,0,0
2022-08-05 12:32:47.583,1659673967.583572,N,75,99,46,5,0,0,0,0,0,0
2022-08-05 12:32:47.600,1659673967.6000848,N,75,99,46,5,0,0,0,0,0,0
2022-08-05 12:32:47.619,1659673967.6197834,N,75,99,46,5,0,0,0,0,0,0
2022-08-05 12:32:47.636,1659673967.6364028,N,75,99,45,5,0,0,0,0,0,0
2022-08-05 12:32:47.650,1659673967.6501288,N,75,99,45,5,0,0,0,0,0,0
2022-08-05 12:32:47.669,1659673967.6695244,N,75,99,44,5,0,0,0,0,0,0
2022-08-05 12:32:47.685,1659673967.6851206,N,75,99,43,5,0,0,0,0,0,0
2022-08-05 12:32:47.699,1659673967.6999936,N,75,99,41,5,0,0,0,0,0,0
2022-08-05 12:32:47.718,1659673967.7180045,N,75,99,40,5,0,0,0,0,0,0
2022-08-05 12:32:47.736,1659673967.7362723,N,75,99,40,4,0,0,0,0,0,0
2022-08-05 12:32:47.750,1659673967.7502706,N,75,99,38,4,0,0,0,0,0,0
2022-08-05 12:32:47.767,1659673967.767093,N,75,99,37,4,0,0,0,0,0,0
2022-08-05 12:32:47.783,1659673967.7834985,N,75,99,36,4,0,0,0,0,0,0
2022-08-05 12:32:47.802,1659673967.8027601,N,75,99,35,4,0,0,0,0,0,0
