Time,Pulse rate [bpm],spo2,ppg,strength,IBI,SDNN,SDSD,RMSSD,pNN20,pNN50
2022-08-01 00:13:14.333,1659283994.0,N,63,99,38,4,0,0,0,0,0,0
2022-08-01 00:13:14.351,1659283994.0,N,63,99,38,4,0,0,0,0,0,0
2022-08-01 00:13:14.368,1659283994.0,N,63,99,38,4,0,0,0,0,0,0
2022-08-01 00:13:14.384,1659283994.0,N,63,99,37,4,0,0,0,0,0,0
2022-08-01 00:13:14.402,1659283994.0,N,63,99,37,4,0,0,0,0,0,0
2022-08-01 00:13:14.418,1659283994.0,N,63,99,37,4,0,0,0,0,0,0
2022-08-01 00:13:14.435,1659283994.0,N,63,99,37,4,0,0,0,0,0,0
2022-08-01 00:13:14.451,1659283994.0,N,63,99,37,4,0,0,0,0,0,0
2022-08-01 00:13:14.468,1659283994.0,N,63,99,37,4,0,0,0,0,0,0
2022-08-01 00:13:14.485,1659283994.0,N,63,99,37,4,0,0,0,0,0,0
2022-08-01 00:13:14.502,1659283994.0,N,63,99,37,4,0,0,0,0,0,0
2022-08-01 00:13:14.519,1659283994.0,N,63,99,37,4,0,0,0,0,0,0
2022-08-01 00:13:14.536,1659283994.0,N,63,99,36,4,0,0,0,0,0,0
2022-08-01 00:13:14.552,1659283994.0,N,63,99,36,4,0,0,0,0,0,0
2022-08-01 00:13:14.569,1659283994.0,N,63,99,36,4,0,0,0,0,0,0
2022-08-01 00:13:14.585,1659283994.0,N,63,99,36,4,0,0,0,0,0,0
2022-08-01 00:13:14.603,1659283994.0,N,63,99,35,4,0,0,0,0,0,0
2022-08-01 00:13:14.618,1659283994.0,N,63,99,35,4,0,0,0,0,0,0
2022-08-01 00:13:14.635,1659283994.0,N,63,99,35,4,0,0,0,0,0,0
2022-08-01 00:13:14.651,1659283994.0,N,63,99,36,4,0,0,0,0,0,0
2022-08-01 00:13:14.669,1659283994.0,N,63,99,37,4,0,0,0,0,0,0
2022-08-01 00:13:14.685,1659283994.0,N,63,99,38,4,0,0,0,0,0,0
2022-08-01 00:13:14.702,1659283994.0,N,63,99,40,5,0,0,0,0,0,0
2022-08-01 00:13:14.718,1659283994.0,N,63,99,41,5,0,0,0,0,0,0
2022-08-01 00:13:14.735,1659283994.0,N,63,99,43,5,0,0,0,0,0,0
2022-08-01 00:13:14.754,1659283994.0,N,63,99,44,5,0,0,0,0,0,0
2022-08-01 00:13:14.768,1659283994.0,N,63,99,44,5,0,0,0,0,0,0
2022-08-01 00:13:14.784,1659283994.0,N,63,99,44,5,0,0,0,0,0,0
2022-08-01 00:13:14.800,1659283994.0,N,63,99,44,5,0,0,0,0,0,0
2022-08-01 00:13:14.816,1659283994.0,N,63,99,47,5,0,0,0,0,0,0
2022-08-01 00:13:14.833,1659283994.0,N,63,99,46,5,0,0,0,0,0,0
2022-08-01 00:13:14.850,1659283994.0,N,63,99,45,5,0,0,0,0,0,0
2022-08-01 00:13:14.866,1659283994.0,N,63,99,45,5,0,0,0,0,0,0
2022-08-01 00:13:14.883,1659283994.0,N,63,99,44,5,0,0,0,0,0,0
2022-08-01 00:13:14.900,1659283994.0,N,63,99,44,5,0,0,0,0,0,0
2022-08-01 00:13:14.916,1659283994.0,N,63,99,43,5,0,0,0,0,0,0
2022-08-01 00:13:14.934,1659283994.0,N,63,99,42,5,0,0,0,0,0,0
2022-08-01 00:13:14.951,1659283994.0,N,63,99,42,5,0,0,0,0,0,0
2022-08-01 00:13:14.968,1659283994.0,N,63,99,41,5,0,0,0,0,0,0
2022-08-01 00:13:14.986,1659283994.0,N,63,99,40,5,0,0,0,0,0,0
2022-08-01 00:13:15.002,1659283995.0,N,63,99,40,5,0,0,0,0,0,0
2022-08-01 00:13:15.018,1659283995.0,N,63,99,40,5,0,0,0,0,0,0
2022-08-01 00:13:15.034,1659283995.0,N,63,99,40,5,0,0,0,0,0,0
2022-08-01 00:13:15.052,1659283995.0,N,63,99,40,5,0,0,0,0,0,0
2022-08-01 00:13:15.068,1659283995.0,N,63,99,40,5,0,0,0,0,0,0
2022-08-01 00:13:15.085,1659283995.0,N,63,99,40,5,0,0,0,0,0,0
2022-08-01 00:13:15.101,1659283995.0,N,63,99,40,5,0,0,0,0,0,0
2022-08-01 00:13:15.118,1659283995.0,N,63,99,40,5,0,0,0,0,0,0
2022-08-01 00:13:15.135,1659283995.0,N,63,99,40,4,0,0,0,0,0,0
2022-08-01 00:13:15.149,1659283995.0,N,63,99,39,4,0,0,0,0,0,0
2022-08-01 00:13:15.167,1659283995.0,N,63,99,38,4,0,0,0,0,0,0
2022-08-01 00:13:15.183,1659283995.0,N,63,99,38,4,0,0,0,0,0,0
2022-08-01 00:13:15.199,1659283995.0,N,63,99,37,4,0,0,0,0,0,0
2022-08-01 00:13:15.217,1659283995.0,N,63,99,37,4,0,0,0,0,0,0
2022-08-01 00:13:15.233,1659283995.0,N,63,99,36,4,0,0,0,0,0,0
2022-08-01 00:13:15.250,1659283995.0,N,63,99,36,4,0,0,0,0,0,0
2022-08-01 00:13:15.266,1659283995.0,N,63,99,35,4,0,0,0,0,0,0
2022-08-01 00:13:15.284,1659283995.0,N,63,99,35,4,0,0,0,0,0,0
2022-08-01 00:13:15.300,1659283995.0,N,63,99,34,4,0,0,0,0,0,0
2022-08-01 00:13:15.317,1659283995.0,N,63,99,34,4,0,0,0,0,0,0
2022-08-01 00:13:15.335,1659283995.0,N,63,99,33,4,0,0,0,0,0,0
2022-08-01 00:13:15.352,1659283995.0,N,63,99,33,4,0,0,0,0,0,0
2022-08-01 00:13:15.368,1659283995.0,N,63,99,32,4,0,0,0,0,0,0
2022-08-01 00:13:15.385,1659283995.0,N,63,99,32,4,0,0,0,0,0,0
2022-08-01 00:13:15.401,1659283995.0,N,63,99,32,4,0,0,0,0,0,0
2022-08-01 00:13:15.419,1659283995.0,N,63,99,31,3,0,0,0,0,0,0
2022-08-01 00:13:15.435,1659283995.0,N,63,99,31,3,0,0,0,0,0,0
2022-08-01 00:13:15.453,1659283995.0,N,63,99,31,3,0,0,0,0,0,0
2022-08-01 00:13:15.467,1659283995.0,N,63,99,30,3,0,0,0,0,0,0
2022-08-01 00:13:15.484,1659283995.0,N,63,99,30,3,0,0,0,0,0,0
2022-08-01 00:13:15.500,1659283995.0,N,63,99,30,3,0,0,0,0,0,0
2022-08-01 00:13:15.518,1659283995.0,N,63,99,30,3,0,0,0,0,0,0
2022-08-01 00:13:15.535,1659283995.0,N,63,99,31,3,0,0,0,0,0,0
2022-08-01 00:13:15.551,1659283995.0,N,63,99,32,4,0,0,0,0,0,0
2022-08-01 00:13:15.566,1659283995.0,N,63,99,35,4,0,0,0,0,0,0
2022-08-01 00:13:15.583,1659283995.0,N,63,99,39,5,0,0,0,0,0,0
2022-08-01 00:13:15.600,1659283995.0,N,63,99,42,5,0,0,0,0,0,0
2022-08-01 00:13:15.616,1659283995.0,N,63,99,45,5,0,0,0,0,0,0
2022-08-01 00:13:15.633,1659283995.0,N,63,99,48,6,0,0,0,0,0,0
2022-08-01 00:13:15.650,1659283995.0,N,63,99,50,6,0,0,0,0,0,0
2022-08-01 00:13:15.667,1659283995.0,N,63,99,50,6,0,0,0,0,0,0
2022-08-01 00:13:15.685,1659283995.0,N,63,99,50,6,0,0,0,0,0,0
2022-08-01 00:13:15.700,1659283995.0,N,57,99,49,6,0,0,0,0,0,0
2022-08-01 00:13:15.718,1659283995.0,N,57,99,57,7,0,0,0,0,0,0
2022-08-01 00:13:15.735,1659283995.0,N,57,99,56,6,0,0,0,0,0,0
2022-08-01 00:13:15.751,1659283995.0,N,57,99,54,6,0,0,0,0,0,0
2022-08-01 00:13:15.768,1659283995.0,N,57,99,53,6,0,0,0,0,0,0
2022-08-01 00:13:15.785,1659283995.0,N,57,99,51,6,0,0,0,0,0,0
